[00-00] "!MissingString!"
[0C-18] "Un attacco a distanza che spara una moltitudine di frecce che trapassano i loro bersagli. Usato in combinazione con l'abilità 'a distanza'. (Per attivarlo, premi il pulsante per l'attacco speciale.)"
[13-18] "Esci dal Gioco"
[14-18] "Stai per uscire da 'The Bard's Tale'. Sei proprio sicuro?"
[15-18] "Opzioni di Controllo"
[16-18] "Opzioni Video"
[17-18] "Usa il mouse"
[18-18] "Usa il gamepad"
[19-18] "Modifica i Controlli"
[1A-18] "Attacca"
[1B-18] "[09-26]"
[1C-18] "[07-26] [08-26]"
[1D-18] "[0A-26]"
[1E-18] "Difendi"
[1F-18] "Ferma"
[20-18] "Chiama"
[21-18] "Segui il Tutorial"
[22-18] "Entra nella Tomba della Montagna"
[23-18] "DEMO"
[24-18] "Esci dal Demo"
[25-18] "Esc"
[26-18] "Tab"
[27-18] "F"
[28-18] "Q"
[29-18] "X"
[2A-18] "Spazio"
[2B-18] "Bottone Sinistro Mouse"
[2C-18] "Bottone Destro Mouse"
[2D-18] "Click:"
[2E-18] "Premuto:"
[2F-18] "Doppio-Click:"
[30-18] "Muovi verso il Puntatore"
[31-18] "Segui il Puntatore"
[32-18] "Segui sempre il Puntatore"
[33-18] "Ruota:"
[34-18] "Zoom:"
[35-18] "Z, C"
[36-18] "G, B o Rotella"
[37-18] "Hot Menu"
[38-18] "Sub Hot Menu"
[39-18] "Chiudi Menu:"
[3A-18] "W"
[3B-18] ": A S D :"
[3C-18] "Armi"
[3D-18] "Artefatti"
[3E-18] "Evocazioni"
[3F-18] "Su"
[40-18] "Giù"
[41-18] "Sinistra"
[42-18] "Destra"
[43-18] "Attacca"
[44-18] "Ferma"
[45-18] "Chiama"
[46-18] "Indietreggia"
[47-18] "Maiusc Sinistro"
[48-18] "Maiusc Sinistro più tasto:"
[49-18] "Vista Mappa:"
[4A-18] "Cura Veloce:"
[4B-18] "Difendi:"
[4C-18] "Usa/Aziona:"
[4D-18] "Attacca:"
[4E-18] "Pausa:"
[4F-18] ""
[50-18] "Comandi per il Gruppo"
[51-18] "[05-26] Richiede"
[52-18] "[05-26]"
[53-18] "R"
[54-18] "A, D"
[55-18] "W, S"
[56-18] "Esc"
[57-18] "Ctrl Sinistro più tasto:"
[5A-18] "Tasti Funzione"
[5B-18] "Su"
[5C-18] "Giù"
[5D-18] "Sinistra"
[5E-18] "Destra"
[5F-18] "Funzioni Alternative"
[60-18] "Camera"
[61-18] "Comandi del Gruppo"
[62-18] "Hot Menu"
[63-18] "Il Bardo"
[64-18] "Movimento"
[65-18] "Attacca"
[66-18] "Para"
[67-18] "Usa/Aziona"
[68-18] "Guarigione Veloce"
[69-18] "Interfaccia"
[6A-18] "Mappa"
[6B-18] "Scheda del Personaggio"
[6C-18] "Menu/Salta"
[6D-18] "Comandi del Gruppo"
[6E-18] "Aggressivo"
[6F-18] "Difensivo"
[70-18] "Resta"
[71-18] "Vieni"
[72-18] "Hot Menu"
[73-18] "Armi"
[74-18] "Speciale"
[75-18] "Evocazioni"
[76-18] "Artefatti"
[77-18] "Camera"
[78-18] "Zoom In"
[79-18] "Zoom Out"
[7A-18] "Ruota a Sinistra"
[7B-18] "Ruota a Destra"
[7C-18] "Dentro/Fuori"
[7D-18] "Sinistra/Destra"
[7E-18] "Elimina"
[7F-18] "Assegna"
[80-18] "Rendi Primario"
[81-18] "[7D-00]Richiama i controlli di default"
[82-18] "Scegli un azione da assegnare a questa mappatura o premi Esc per annullare."
[83-18] "Premi il tasto o il pulsante del mouse al quale desideri che sia assegnata questa funzione oppure premi Esc per annullare."
[84-18] "Premi il pulsante del pad al quale desideri che sia assegnata questa funzione oppure premi Esc per annullare."
[85-18] "Muovi l'asse del pad al quale desideri che sia assegnata questa funzione oppure premi Esc per annullare."
[86-18] "Muovi l'asse del mouse al quale desideri che sia assegnata questa funzione oppure premi Esc per annullare."
[87-18] "Tab"
[88-18] "Bloc Maiusc"
[89-18] "Maiusc Sinistro"
[8A-18] "Maiusc Destro"
[8B-18] "Ctrl Sinistro"
[8C-18] "Ctrl Destro"
[8D-18] "Alt Sinistro"
[8E-18] "Alt Destro"
[8F-18] "Spazio"
[90-18] "Invio"
[91-18] "Indietro"
[92-18] "Home"
[93-18] "Fine"
[94-18] "Ins"
[95-18] "Canc"
[96-18] "PgSu"
[97-18] "PgGiù"
[98-18] "Sei sicuro di voler richiamare la mappatura dei controlli di default, perdendo quella personalizzata?"
[99-18] "Esc"
[9A-18] "Numpad"
[9B-18] "Bloc Num"
[9C-18] "Bloc Scroll"
[9D-18] "Freccia Sinistra"
[9E-18] "Freccia Destra"
[9F-18] "Freccia Su"
[A0-18] "Freccia Giù"
[A1-18] "Mouse X"
[A2-18] "Mouse Y"
[A3-18] "Rotella Mouse"
[A4-18] "Bottone Mouse"
[A5-18] "Assi"
[A6-18] "Pulsante"
[A7-18] "(primario)"
[A8-18] "Impossibile inizializzare Direct3D. Controlla che l'ultima versione delle librerie DirectX sia installata correttamente nel tuo sistema."
[A9-18] "Impossibile trovare un dispositivo compatibile con Direct3D. Ricorda che la tua scheda grafica deve supportare almeno la versione 1.1 del DirectX Vertex Shader."
[AA-18] "Questo gioco non può essere eseguito in finestra cone le attuali impostazioni. Modifica le impostazioni del desktop sulla modalità a 16 o 32-bit e poi riavvia il gioco."
[AB-18] "Non è stato rilevato alcun dispositivo di accelerazione hardware Direct3D."
[AC-18] "The Bard's Tale richiede una funzionalità non disponibile per il tuo acceleratore hardware Direct3D."
[AD-18] "Il tuo acceleratore hardware Direct3D non è in grado di funzionare correttamente in finestra."
[AE-18] "Il tuo acceleratore hardware Direct3D non è in grado di funzionare correttamente in finestra con le attuali impostazioni del desktop."
[AF-18] "The Bard's Tale richiede una funzionalità non disponibile per il tuo acceleratore hardware Direct3D con le attuali impostazioni del desktop."
[B0-18] "Impossibile riavviare il dispositivo Direct3D."
[B1-18] "Memoria insufficiente."
[B2-18] "Memoria Video insufficiente."
[B3-18] "The Bard's Tale verrà ora chiuso."
[B4-18] "File non trovato."
[B5-18] "Accesso al file non riuscito. Il file potrebbe essere stato impostato come 'Sola Lettura'."
[B6-18] "Errore durante la lettura del file."
[B7-18] "File non trovato nel disco."
[B8-18] "Accesso al file non riuscito. Il disco potrebbe essere sporco o danneggiato."
[B9-18] "Errore nella lettura del file. Il disco potrebbe essere sporco o danneggiato."
[BA-18] "Per chiudere The Bard's Tale, premi il tasto Invio."
[BB-18] "Accesso al file non riuscito. Il file potrebbe essere usato da un'altra applicazione."
[BC-18] "Avvia Demo"
[BD-18] "*Per cambiare la risoluzione, esci dal demo e avvia il programma 'The Bard's Demo Setup' dal Menu Start."
[BE-18] "Chiusura in corso..."
[BF-18] "Inserisci il disco [02-26], poi seleziona 'Disco Pronto'."
[C0-18] "Controllo del disco in corso... Attendi."
[C1-18] "Dati non trovati. Verifica che il disco corretto sia inserito e seleziona 'Disco pronto'."
[C2-18] "Disco Pronto"
[C3-18] "Inserisci il disco di The Bard's Tale."
[C5-18] "Controlli Alternativi"
[C6-18] "Attacca"
[C7-18] "Para"
[C8-18] "Usa"
[C9-18] "Indietro"
[CA-18] "Artefatto"
[CB-18] "Evocazioni"
[CC-18] "Armi"
[CD-18] "Speciale"
[CE-18] "GAMEPAD"
[CF-18] "TASTIERA"
[D0-18] ""
[D1-18] "Su/Giù"
[D2-18] "Sinistra/Destra"
[D3-18] "Aggressivo"
[D4-18] "Difensivo"
[D5-18] "Ferma"
[D6-18] "Chiama"
[D7-18] "Direzionale"
[D8-18] "Zoom"
[D9-18] "Ruota"
[DA-18] "TASTIERA / MOUSE"
[DB-18] "Controlli predefiniti"
[DC-18] "Il Gamepad non è stato rilevato."
[DD-18] "Gamepad rilevato."
[DE-18] "Mouse"
[DF-18] "Gamepad"
[E0-18] "Mouse/Gamepad"
[E1-18] "[7D-00]Predefinito"
[E2-18] "Impostazioni Predefinite"
[F8-18] "[01-26]"
[F9-18] "Prestazioni e Opzioni"
[FA-18] "Ombre dei Personaggi"
[FB-18] "Particelle"
[FC-18] "Alpha Blending"
[FD-18] "Oggetti Trasparenti"
[FE-18] "Nessuno"
[FF-18] "Alcuni/e"
[00-19] "Molti/e"
[01-19] "Tutti/e"
[02-19] "Effetti Luce Globali"
[06-19] "Premi il tasto desiderato per assegnarlo a questa funzione, oppure premi il tasto Esc per annullare l'operazione."
